Vessel_1 6206 -1.0
Vessel_2 6206 -1.0
Vessel_3 6134 -1.0
Vessel_4 6775 -1.0
Vessel_5 6770 -1.0
Vessel_6 6204 -1.0
Vessel_7 6631 -1.0
Vessel_8 6704 -1.0
Vessel_9 6630 -1.0
Vessel_10 6200 -1.0
Vessel_11 6201 -1.0
Vessel_12 5987 -1.0
Vessel_13 372670 -1.0
Vessel_15 374730 -1.0
Vessel_15 445010 -1.0
